Pi Fraction Statistical Data
Created 09-18-2016 11:01:54

#fractions: 215830
Mean value: 0.499283729688375

 Norm Bin#    PDF       CDF
0.78300000  0.9591   0.78411713
0.78400000  1.0796   0.78519668
0.78500000  0.9776   0.78617430
0.78600000  0.9869   0.78716119
0.78700000  0.8711   0.78803225
0.78800000  0.9915   0.78902377
0.78900000  0.9962   0.79001992
0.79000000  0.9730   0.79099291
0.79100000  0.9823   0.79197517
0.79200000  1.0379   0.79301302
0.79300000  0.9730   0.79398601
0.79400000  1.1074   0.79509336
0.79500000  0.9869   0.79608025
0.79600000  0.9869   0.79706714
0.79700000  0.8386   0.79790576
0.79800000  1.0147   0.79892045
0.79900000  1.0935   0.80001390
0.80000000  0.9035   0.80091739
0.80100000  1.0518   0.80196914
0.80200000  0.9406   0.80290970
0.80300000  1.0054   0.80391512
0.80400000  1.1722   0.80508734
0.80500000  1.0471   0.80613446
0.80600000  0.9591   0.80709355
0.80700000  0.9730   0.80806653
0.80800000  1.0888   0.80915535
0.80900000  0.9776   0.81013298
0.81000000  1.0657   0.81119863
0.81100000  0.9498   0.81214845
0.81200000  0.8711   0.81301951
0.81300000  1.0703   0.81408979
0.81400000  1.0935   0.81518325
0.81500000  1.0286   0.81621183
0.81600000  1.0425   0.81725432
0.81700000  0.9869   0.81824121
0.81800000  0.9267   0.81916786
0.81900000  1.0240   0.82019182
0.82000000  0.9452   0.82113701
0.82100000  0.9313   0.82206829
0.82200000  0.9545   0.82302275
0.82300000  1.1027   0.82412547
0.82400000  0.9823   0.82510772
0.82500000  1.0101   0.82611778
0.82600000  0.9359   0.82705370
0.82700000  1.1166   0.82817032
0.82800000  1.0101   0.82918037
0.82900000  0.8942   0.83007460
0.83000000  1.0981   0.83117268
0.83100000  1.0842   0.83225687
0.83200000  0.9869   0.83324376
0.83300000  1.0657   0.83430941
0.83400000  1.0471   0.83535653
0.83500000  1.1074   0.83646388
0.83600000  0.9174   0.83738127
0.83700000  0.9128   0.83829403
0.83800000  0.9128   0.83920678
0.83900000  0.9684   0.84017514
0.84000000  1.1305   0.84130566
0.84100000  0.9220   0.84222768
0.84200000  1.0379   0.84326553
0.84300000  1.0703   0.84433582
0.84400000  0.9128   0.84524858
0.84500000  0.9545   0.84620303
0.84600000  1.0564   0.84725942
0.84700000  0.9545   0.84821387
0.84800000  0.9545   0.84916833
0.84900000  0.9591   0.85012742
0.85000000  1.1259   0.85125330
0.85100000  1.1074   0.85236065
0.85200000  1.0888   0.85344947
0.85300000  1.0379   0.85448733
0.85400000  1.0425   0.85552982
0.85500000  0.9174   0.85644720
0.85600000  0.9081   0.85735533
0.85700000  1.0425   0.85839781
0.85800000  1.0796   0.85947737
0.85900000  0.8711   0.86034842
0.86000000  1.0286   0.86137701
0.86100000  0.9498   0.86232683
0.86200000  0.8711   0.86319789
0.86300000  1.0008   0.86419867
0.86400000  0.9684   0.86516703
0.86500000  1.0101   0.86617708
0.86600000  0.9545   0.86713154
0.86700000  0.9545   0.86808599
0.86800000  0.9267   0.86901265
0.86900000  0.9128   0.86992540
0.87000000  0.9498   0.87087523
0.87100000  0.9545   0.87182968
0.87200000  1.0193   0.87284900
0.87300000  0.8803   0.87372932
0.87400000  1.0935   0.87482278
0.87500000  1.0425   0.87586526
0.87600000  0.9267   0.87679192
0.87700000  1.0379   0.87782977
0.87800000  0.9313   0.87876106
0.87900000  1.0564   0.87981745
0.88000000  0.9128   0.88073020
0.88100000  1.0240   0.88175416
0.88200000  0.9406   0.88269471
0.88300000  1.0101   0.88370477
0.88400000  0.9452   0.88464996
0.88500000  0.9730   0.88562294
0.88600000  1.0749   0.88669786
0.88700000  0.8942   0.88759209
0.88800000  1.0471   0.88863921
0.88900000  0.8572   0.88949636
0.89000000  1.0332   0.89052958
0.89100000  1.0518   0.89158134
0.89200000  0.9776   0.89255896
0.89300000  0.9869   0.89354585
0.89400000  0.9452   0.89449103
0.89500000  0.8525   0.89534356
0.89600000  0.9406   0.89628411
0.89700000  0.9313   0.89721540
0.89800000  1.0332   0.89824862
0.89900000  0.9962   0.89924478
0.90000000  1.0240   0.90026873
0.90100000  0.8618   0.90113052
0.90200000  1.1027   0.90223324
0.90300000  0.9220   0.90315526
0.90400000  1.0379   0.90419311
0.90500000  1.0888   0.90528193
0.90600000  0.9452   0.90622712
0.90700000  0.9035   0.90713061
0.90800000  1.1491   0.90827966
0.90900000  1.1074   0.90938702
0.91000000  0.9498   0.91033684
0.91100000  0.9267   0.91126349
0.91200000  1.0842   0.91234768
0.91300000  0.9267   0.91327434
0.91400000  1.0981   0.91437242
0.91500000  0.9730   0.91534541
0.91600000  0.9869   0.91633230
0.91700000  1.0286   0.91736089
0.91800000  0.9637   0.91832461
0.91900000  0.9823   0.91930686
0.92000000  0.9035   0.92021035
0.92100000  0.9545   0.92116481
0.92200000  1.0518   0.92221656
0.92300000  1.0008   0.92321735
0.92400000  1.0379   0.92425520
0.92500000  1.0518   0.92530695
0.92600000  0.9823   0.92628921
0.92700000  1.0471   0.92733633
0.92800000  1.1074   0.92844368
0.92900000  0.9823   0.92942594
0.93000000  1.0379   0.93046379
0.93100000  0.9823   0.93144605
0.93200000  1.0240   0.93247000
0.93300000  0.9267   0.93339665
0.93400000  0.9267   0.93432331
0.93500000  1.0332   0.93535653
0.93600000  0.9637   0.93632025
0.93700000  1.0518   0.93737201
0.93800000  0.9498   0.93832183
0.93900000  1.0008   0.93932262
0.94000000  1.0888   0.94041143
0.94100000  0.9452   0.94135662
0.94200000  0.9035   0.94226011
0.94300000  1.0193   0.94327943
0.94400000  1.0286   0.94430802
0.94500000  1.0054   0.94531344
0.94600000  1.0054   0.94631886
0.94700000  1.1166   0.94743548
0.94800000  1.0101   0.94844554
0.94900000  1.1444   0.94958996
0.95000000  0.9915   0.95058148
0.95100000  0.9962   0.95157763
0.95200000  1.0379   0.95261548
0.95300000  1.0935   0.95370894
0.95400000  0.9869   0.95469583
0.95500000  0.8803   0.95557615
0.95600000  0.9359   0.95651207
0.95700000  0.9545   0.95746652
0.95800000  1.0935   0.95855998
0.95900000  0.9637   0.95952370
0.96000000  0.9915   0.96051522
0.96100000  0.9220   0.96143724
0.96200000  1.1027   0.96253996
0.96300000  0.9174   0.96345735
0.96400000  1.0101   0.96446740
0.96500000  0.9591   0.96542649
0.96600000  0.8757   0.96630218
0.96700000  0.9406   0.96724274
0.96800000  0.9267   0.96816939
0.96900000  0.8803   0.96904972
0.97000000  1.0657   0.97011537
0.97100000  0.9915   0.97110689
0.97200000  0.9823   0.97208914
0.97300000  0.9962   0.97308530
0.97400000  1.0703   0.97415559
0.97500000  1.0240   0.97517954
0.97600000  0.9684   0.97614789
0.97700000  0.9359   0.97708382
0.97800000  0.8942   0.97797804
0.97900000  0.9174   0.97889543
0.98000000  0.9915   0.97988695
0.98100000  1.0332   0.98092017
0.98200000  0.9637   0.98188389
0.98300000  0.9962   0.98288004
0.98400000  1.0193   0.98389937
0.98500000  1.0425   0.98494185
0.98600000  1.0054   0.98594727
0.98700000  1.0657   0.98701293
0.98800000  1.1352   0.98814808
0.98900000  1.0703   0.98921837
0.99000000  0.8803   0.99009869
0.99100000  1.0425   0.99114118
0.99200000  0.8850   0.99202613
0.99300000  0.9823   0.99300839
0.99400000  0.9684   0.99397674
0.99500000  0.9684   0.99494510
0.99600000  0.8525   0.99579762
0.99700000  1.0564   0.99685401
0.99800000  0.9452   0.99779919
0.99900000  1.0842   0.99888338
1.00000000  1.1166   1.00000000
